"Function: oGTa, Term: 15.16"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Applied,SLIIT,nan,oGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Accepted,SLIIT,nan,oGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Approved,SLIIT,nan,oGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Realized,SLIIT,nan,oGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Finished,SLIIT,nan,oGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Completed,SLIIT,nan,oGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0

"Function: oGTa, Term: 16.17"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,16.17,2016,SLIIT - 2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Applied,SLIIT,nan,oGTa,16.17,2016,SLIIT - 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accepted,SLIIT,nan,oGTa,16.17,2016,SLIIT - 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approved,SLIIT,nan,oGTa,16.17,2016,SLIIT - 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Realized,SLIIT,nan,oGTa,16.17,2016,SLIIT - 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finished,SLIIT,nan,oGTa,16.17,2016,SLIIT - 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Completed,SLIIT,nan,oGTa,16.17,2016,SLIIT - 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

"Function: oGTa, Term: 17.18"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,17.18,2017,SLIIT - 2017,0.0,0.0,1.0,0.0,14.0,6.0,3.0,3.0,14.0,11.0,4.0,0.0,56.0
Applied,SLIIT,nan,oGTa,17.18,2017,SLIIT - 2017,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,21.0
Accepted,SLIIT,nan,oGTa,17.18,2017,SLIIT - 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Approved,SLIIT,nan,oGTa,17.18,2017,SLIIT - 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Realized,SLIIT,nan,oGTa,17.18,2017,SLIIT - 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Finished,SLIIT,nan,oGTa,17.18,2017,SLIIT - 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Completed,SLIIT,nan,oGTa,17.18,2017,SLIIT - 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

"Function: oGTa, Term: 18.19"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,18.19,2018,SLIIT - 2018,3.0,5.0,19.0,6.0,2.0,1.0,12.0,14.0,13.0,7.0,12.0,6.0,100.0
Applied,SLIIT,nan,oGTa,18.19,2018,SLIIT - 2018,3.0,2.0,5.0,3.0,4.0,1.0,6.0,9.0,10.0,2.0,2.0,6.0,53.0
Accepted,SLIIT,nan,oGTa,18.19,2018,SLIIT - 2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Approved,SLIIT,nan,oGTa,18.19,2018,SLIIT - 2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Realized,SLIIT,nan,oGTa,18.19,2018,SLIIT - 2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Finished,SLIIT,nan,oGTa,18.19,2018,SLIIT - 2018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Completed,SLIIT,nan,oGTa,18.19,2018,SLIIT - 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

"Function: oGTa, Term: 19.20"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,19.20,2019,SLIIT - 2019,6.0,5.0,21.0,6.0,0.0,1.0,6.0,4.0,15.0,3.0,8.0,nan,75.0
Applied,SLIIT,nan,oGTa,19.20,2019,SLIIT - 2019,2.0,3.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,nan,37.0
Accepted,SLIIT,nan,oGTa,19.20,2019,SLIIT - 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
Approved,SLIIT,nan,oGTa,19.20,2019,SLIIT - 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
Realized,SLIIT,nan,oGTa,19.20,2019,SLIIT - 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
Finished,SLIIT,nan,oGTa,19.20,2019,SLIIT - 2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,1.0
Completed,SLIIT,nan,oGTa,19.20,2019,SLIIT - 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0

"Function: oGTa, Term: 21.22"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,21.22,2021,SLIIT - 2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0
Applied,SLIIT,nan,oGTa,21.22,2021,SLIIT - 2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,3.0
Accepted,SLIIT,nan,oGTa,21.22,2021,SLIIT - 2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Approved,SLIIT,nan,oGTa,21.22,2021,SLIIT - 2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Realized,SLIIT,nan,oGTa,21.22,2021,SLIIT - 2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Finished,SLIIT,nan,oGTa,21.22,2021,SLIIT - 2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Completed,SLIIT,nan,oGTa,21.22,2021,SLIIT - 2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0

"Function: oGTa, Term: 22.23"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,22.23,2022,SLIIT - 2022,1.0,7.0,2.0,4.0,5.0,2.0,7.0,2.0,3.0,2.0,1.0,3.0,39.0
Applied,SLIIT,nan,oGTa,22.23,2022,SLIIT - 2022,0.0,1.0,1.0,4.0,4.0,1.0,0.0,2.0,4.0,1.0,2.0,1.0,21.0
Accepted,SLIIT,nan,oGTa,22.23,2022,SLIIT - 2022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Approved,SLIIT,nan,oGTa,22.23,2022,SLIIT - 2022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Realized,SLIIT,nan,oGTa,22.23,2022,SLIIT - 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Finished,SLIIT,nan,oGTa,22.23,2022,SLIIT - 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Completed,SLIIT,nan,oGTa,22.23,2022,SLIIT - 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

"Function: oGTa, Term: 23.24"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,23.24,2023,SLIIT - 2023,4.0,17.0,0.0,3.0,1.0,3.0,0.0,4.0,9.0,3.0,1.0,3.0,48.0
Applied,SLIIT,nan,oGTa,23.24,2023,SLIIT - 2023,1.0,5.0,3.0,5.0,3.0,4.0,2.0,1.0,4.0,0.0,1.0,2.0,31.0
Accepted,SLIIT,nan,oGTa,23.24,2023,SLIIT - 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approved,SLIIT,nan,oGTa,23.24,2023,SLIIT - 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Realized,SLIIT,nan,oGTa,23.24,2023,SLIIT - 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finished,SLIIT,nan,oGTa,23.24,2023,SLIIT - 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Completed,SLIIT,nan,oGTa,23.24,2023,SLIIT - 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

"Function: oGTa, Term: 24.25"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,oGTa,24.25,2024,SLIIT - 2024,1.0,18.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,34.0
Applied,SLIIT,nan,oGTa,24.25,2024,SLIIT - 2024,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,12.0
Accepted,SLIIT,nan,oGTa,24.25,2024,SLIIT - 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
Approved,SLIIT,nan,oGTa,24.25,2024,SLIIT - 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
Realized,SLIIT,nan,oGTa,24.25,2024,SLIIT - 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
Finished,SLIIT,nan,oGTa,24.25,2024,SLIIT - 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
Completed,SLIIT,nan,oGTa,24.25,2024,SLIIT - 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0

"Function: iGTa, Term: 15.16"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,SLIIT,nan,iGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Applied,SLIIT,nan,iGTa,15.16,2015,SLIIT - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
