"Function: oGTa, Term: 15.16"
Index,Entity,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Total
Approved,ASL,29.0,3.0,1.0,25.0,38.0,17.0,9.0,13.0,4.0,13.0,41.0,nan,193.0
Realized,ASL,52.0,7.0,3.0,1.0,13.0,30.0,14.0,8.0,9.0,3.0,7.0,nan,147.0
Finished,ASL,24.0,10.0,21.0,7.0,0.0,4.0,12.0,36.0,13.0,3.0,8.0,nan,138.0
Completed,ASL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,2.0

"Function: oGV, Term: 17.18"
Index,Entity,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Total
Open,ASL,67.0,41.0,64.0,95.0,146.0,119.0,32.0,76.0,96.0,98.0,78.0,nan,912.0
Applied,ASL,70.0,26.0,34.0,75.0,69.0,87.0,54.0,36.0,74.0,90.0,78.0,nan,693.0
Accepted,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Approved,ASL,25.0,12.0,18.0,42.0,29.0,29.0,25.0,22.0,21.0,30.0,46.0,nan,299.0
