status,function,function_new,Month,APP,Month in Dates,status2,Months for Analysis,Term
Realized,Old oGV,oGV,October 2021,0.0,2021-10-01,Realized,OCT,21.22
Accepted,oGE,oGTa,October 2021,0.0,2021-10-01,Accepted,OCT,21.22
Approved,Old oGT,oGTa,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Approved,Old oGV,oGV,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Accepted,Old oGT,oGTa,October 2021,0.0,2021-10-01,Accepted,OCT,21.22
Approved,oGV,oGV,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Accepted,Old oGV,oGV,October 2021,0.0,2021-10-01,Accepted,OCT,21.22
Approved,oGE,oGTa,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Completed,Old iGV,iGV,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Applied,Old oGV,oGV,October 2021,0.0,2021-10-01,Applied,OCT,21.22
Completed,iGTa,iGTa,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Completed,iGTe,iGTe,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Completed,oGE,oGTa,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Approved,oGTe,oGTe,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Completed,iGV,iGV,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Completed,oGV,oGV,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Approved,oGTa,oGTa,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Completed,oGTa,oGTa,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Completed,oGTe,oGTe,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Completed,iGE,iGTa,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Completed,Old iGT,iGTa,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Completed,Old oGV,oGV,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Completed,Old oGT,oGTa,October 2021,0.0,2021-10-01,Completed,OCT,21.22
Finished,iGE,iGTa,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Applied,iGTa,iGTa,October 2021,0.0,2021-10-01,Applied,OCT,21.22
Applied,iGTe,iGTe,October 2021,146.0,2021-10-01,Applied,OCT,21.22
Finished,Old iGT,iGTa,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Finished,Old iGV,iGV,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Approved,Old iGT,iGTa,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Applied,iGE,iGTa,October 2021,0.0,2021-10-01,Applied,OCT,21.22
Approved,iGE,iGTa,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Applied,iGV,iGV,October 2021,0.0,2021-10-01,Applied,OCT,21.22
Approved,iGV,iGV,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Applied,Old iGV,iGV,October 2021,0.0,2021-10-01,Applied,OCT,21.22
Approved,iGTe,iGTe,October 2021,2.0,2021-10-01,Approved,OCT,21.22
Applied,Old iGT,iGTa,October 2021,0.0,2021-10-01,Applied,OCT,21.22
Approved,iGTa,iGTa,October 2021,0.0,2021-10-01,Approved,OCT,21.22
Remote Realized,oGTe,oGTe,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Remote Realized,oGTa,oGTa,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Remote Realized,iGTe,iGTe,October 2021,1.0,2021-10-01,Remote Realized,OCT,21.22
Remote Realized,Old oGV,oGV,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Remote Realized,iGTa,iGTa,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Remote Realized,iGV,iGV,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Finished,oGTe,oGTe,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Remote Realized,Old oGT,oGTa,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Finished,oGTa,oGTa,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Remote Realized,oGE,oGTa,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Finished,oGV,oGV,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Remote Realized,oGV,oGV,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Finished,oGE,oGTa,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Remote Realized,Old iGV,iGV,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Applied,Old oGT,oGTa,October 2021,0.0,2021-10-01,Applied,OCT,21.22
Finished,Old oGT,oGTa,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Finished,Old oGV,oGV,October 2021,0.0,2021-10-01,Finished,OCT,21.22
Applied,oGE,oGTa,October 2021,0.0,2021-10-01,Applied,OCT,21.22
Remote Realized,iGE,iGTa,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Applied,oGV,oGV,October 2021,2.0,2021-10-01,Applied,OCT,21.22
Applied,oGTa,oGTa,October 2021,4.0,2021-10-01,Applied,OCT,21.22
Remote Realized,Old iGT,iGTa,October 2021,0.0,2021-10-01,Remote Realized,OCT,21.22
Applied,oGTe,oGTe,October 2021,1.0,2021-10-01,Applied,OCT,21.22
Open,oGV,oGV,October 2021,0.0,2021-10-01,Open,OCT,21.22
Open,oGT Old,oGTa,October 2021,0.0,2021-10-01,Open,OCT,21.22
Open,oGE,oGTa,October 2021,0.0,2021-10-01,Open,OCT,21.22
Open,oGV,oGV,October 2021,9.0,2021-10-01,Open,OCT,21.22
Open,oGTa,oGTa,October 2021,22.0,2021-10-01,Open,OCT,21.22
Open,oGTe,oGTe,October 2021,1.0,2021-10-01,Open,OCT,21.22
Open,iGV,iGV,October 2021,0.0,2021-10-01,Open,OCT,21.22
Open,iGT Old,iGTa,October 2021,0.0,2021-10-01,Open,OCT,21.22
Open,iGE,iGTa,October 2021,0.0,2021-10-01,Open,OCT,21.22
Open,iGV,iGV,October 2021,0.0,2021-10-01,Open,OCT,21.22
Open,iGTa,iGTa,October 2021,0.0,2021-10-01,Open,OCT,21.22
Open,iGTe,iGTe,October 2021,1.0,2021-10-01,Open,OCT,21.22
Total,Total,Total,October 2021,153.0,2021-10-01,Total,OCT,21.22
Total,Total,Total,October 2021,7.0,2021-10-01,Total,OCT,21.22
Accepted L,Total,Total,October 2021,3.0,2021-10-01,Accepted L,OCT,21.22
Total,Total,Total,October 2021,2.0,2021-10-01,Total,OCT,21.22
Total,Total,Total,October 2021,0.0,2021-10-01,Total,OCT,21.22
Realized,Total,Total,October 2021,1.0,2021-10-01,Realized,OCT,21.22
Total,Total,Total,October 2021,0.0,2021-10-01,Total,OCT,21.22
Total,Total,Total,October 2021,0.0,2021-10-01,Total,OCT,21.22
Realized,Old iGT,iGTa,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,Old iGV,iGV,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,iGTa,iGTa,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,iGV,iGV,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,iGTe,iGTe,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Accepted,oGTe,oGTe,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Accepted,oGTa,oGTa,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Accepted,oGV,oGV,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Realized,iGE,iGTa,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Accepted,iGV,iGV,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Accepted,iGE,iGTa,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Accepted,iGTa,iGTa,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Accepted,iGTe,iGTe,November 2021,11.0,2021-11-01,Accepted,NOV,21.22
Accepted,Old iGT,iGTa,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Approved,Old iGV,iGV,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Accepted,Old iGV,iGV,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Finished,iGTa,iGTa,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Finished,iGV,iGV,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Finished,iGTe,iGTe,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Realized,oGTe,oGTe,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,oGTa,oGTa,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,oGV,oGV,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,oGE,oGTa,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,Old oGT,oGTa,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Realized,Old oGV,oGV,November 2021,0.0,2021-11-01,Realized,NOV,21.22
Accepted,oGE,oGTa,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Approved,Old oGT,oGTa,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Approved,Old oGV,oGV,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Accepted,Old oGT,oGTa,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Approved,oGV,oGV,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Accepted,Old oGV,oGV,November 2021,0.0,2021-11-01,Accepted,NOV,21.22
Approved,oGE,oGTa,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Completed,Old iGV,iGV,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Applied,Old oGV,oGV,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Completed,iGTa,iGTa,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Completed,iGTe,iGTe,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Completed,oGE,oGTa,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Approved,oGTe,oGTe,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Completed,iGV,iGV,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Completed,oGV,oGV,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Approved,oGTa,oGTa,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Completed,oGTa,oGTa,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Completed,oGTe,oGTe,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Completed,iGE,iGTa,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Completed,Old iGT,iGTa,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Completed,Old oGV,oGV,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Completed,Old oGT,oGTa,November 2021,0.0,2021-11-01,Completed,NOV,21.22
Finished,iGE,iGTa,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Applied,iGTa,iGTa,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Applied,iGTe,iGTe,November 2021,197.0,2021-11-01,Applied,NOV,21.22
Finished,Old iGT,iGTa,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Finished,Old iGV,iGV,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Approved,Old iGT,iGTa,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Applied,iGE,iGTa,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Approved,iGE,iGTa,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Applied,iGV,iGV,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Approved,iGV,iGV,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Applied,Old iGV,iGV,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Approved,iGTe,iGTe,November 2021,5.0,2021-11-01,Approved,NOV,21.22
Applied,Old iGT,iGTa,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Approved,iGTa,iGTa,November 2021,0.0,2021-11-01,Approved,NOV,21.22
Remote Realized,oGTe,oGTe,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Remote Realized,oGTa,oGTa,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Remote Realized,iGTe,iGTe,November 2021,1.0,2021-11-01,Remote Realized,NOV,21.22
Remote Realized,Old oGV,oGV,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Remote Realized,iGTa,iGTa,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Remote Realized,iGV,iGV,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Finished,oGTe,oGTe,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Remote Realized,Old oGT,oGTa,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Finished,oGTa,oGTa,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Remote Realized,oGE,oGTa,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Finished,oGV,oGV,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Remote Realized,oGV,oGV,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Finished,oGE,oGTa,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Remote Realized,Old iGV,iGV,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Applied,Old oGT,oGTa,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Finished,Old oGT,oGTa,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Finished,Old oGV,oGV,November 2021,0.0,2021-11-01,Finished,NOV,21.22
Applied,oGE,oGTa,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Remote Realized,iGE,iGTa,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Applied,oGV,oGV,November 2021,1.0,2021-11-01,Applied,NOV,21.22
Applied,oGTa,oGTa,November 2021,2.0,2021-11-01,Applied,NOV,21.22
Remote Realized,Old iGT,iGTa,November 2021,0.0,2021-11-01,Remote Realized,NOV,21.22
Applied,oGTe,oGTe,November 2021,0.0,2021-11-01,Applied,NOV,21.22
Open,oGV,oGV,November 2021,0.0,2021-11-01,Open,NOV,21.22
Open,oGT Old,oGTa,November 2021,0.0,2021-11-01,Open,NOV,21.22
Open,oGE,oGTa,November 2021,0.0,2021-11-01,Open,NOV,21.22
Open,oGV,oGV,November 2021,21.0,2021-11-01,Open,NOV,21.22
Open,oGTa,oGTa,November 2021,23.0,2021-11-01,Open,NOV,21.22
Open,oGTe,oGTe,November 2021,1.0,2021-11-01,Open,NOV,21.22
Open,iGV,iGV,November 2021,0.0,2021-11-01,Open,NOV,21.22
Open,iGT Old,iGTa,November 2021,0.0,2021-11-01,Open,NOV,21.22
Open,iGE,iGTa,November 2021,0.0,2021-11-01,Open,NOV,21.22
Open,iGV,iGV,November 2021,0.0,2021-11-01,Open,NOV,21.22
Open,iGTa,iGTa,November 2021,0.0,2021-11-01,Open,NOV,21.22
Open,iGTe,iGTe,November 2021,5.0,2021-11-01,Open,NOV,21.22
Total,Total,Total,November 2021,200.0,2021-11-01,Total,NOV,21.22
Total,Total,Total,November 2021,15.0,2021-11-01,Total,NOV,21.22
Accepted L,Total,Total,November 2021,11.0,2021-11-01,Accepted L,NOV,21.22
Total,Total,Total,November 2021,5.0,2021-11-01,Total,NOV,21.22
Total,Total,Total,November 2021,0.0,2021-11-01,Total,NOV,21.22
Realized,Total,Total,November 2021,1.0,2021-11-01,Realized,NOV,21.22
Total,Total,Total,November 2021,0.0,2021-11-01,Total,NOV,21.22
Total,Total,Total,November 2021,0.0,2021-11-01,Total,NOV,21.22
Realized,Old iGT,iGTa,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,Old iGV,iGV,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,iGTa,iGTa,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,iGV,iGV,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,iGTe,iGTe,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Accepted,oGTe,oGTe,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Accepted,oGTa,oGTa,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Accepted,oGV,oGV,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Realized,iGE,iGTa,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Accepted,iGV,iGV,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Accepted,iGE,iGTa,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Accepted,iGTa,iGTa,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Accepted,iGTe,iGTe,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Accepted,Old iGT,iGTa,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Approved,Old iGV,iGV,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Accepted,Old iGV,iGV,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Finished,iGTa,iGTa,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Finished,iGV,iGV,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Finished,iGTe,iGTe,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Realized,oGTe,oGTe,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,oGTa,oGTa,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,oGV,oGV,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,oGE,oGTa,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,Old oGT,oGTa,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Realized,Old oGV,oGV,January 2022,0.0,2022-01-01,Realized,JAN,21.22
Accepted,oGE,oGTa,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Approved,Old oGT,oGTa,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Approved,Old oGV,oGV,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Accepted,Old oGT,oGTa,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Approved,oGV,oGV,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Accepted,Old oGV,oGV,January 2022,0.0,2022-01-01,Accepted,JAN,21.22
Approved,oGE,oGTa,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Completed,Old iGV,iGV,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Applied,Old oGV,oGV,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Completed,iGTa,iGTa,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Completed,iGTe,iGTe,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Completed,oGE,oGTa,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Approved,oGTe,oGTe,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Completed,iGV,iGV,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Completed,oGV,oGV,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Approved,oGTa,oGTa,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Completed,oGTa,oGTa,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Completed,oGTe,oGTe,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Completed,iGE,iGTa,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Completed,Old iGT,iGTa,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Completed,Old oGV,oGV,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Completed,Old oGT,oGTa,January 2022,0.0,2022-01-01,Completed,JAN,21.22
Finished,iGE,iGTa,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Applied,iGTa,iGTa,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Applied,iGTe,iGTe,January 2022,66.0,2022-01-01,Applied,JAN,21.22
Finished,Old iGT,iGTa,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Finished,Old iGV,iGV,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Approved,Old iGT,iGTa,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Applied,iGE,iGTa,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Approved,iGE,iGTa,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Applied,iGV,iGV,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Approved,iGV,iGV,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Applied,Old iGV,iGV,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Approved,iGTe,iGTe,January 2022,1.0,2022-01-01,Approved,JAN,21.22
Applied,Old iGT,iGTa,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Approved,iGTa,iGTa,January 2022,0.0,2022-01-01,Approved,JAN,21.22
Remote Realized,oGTe,oGTe,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Remote Realized,oGTa,oGTa,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Remote Realized,iGTe,iGTe,January 2022,1.0,2022-01-01,Remote Realized,JAN,21.22
Remote Realized,Old oGV,oGV,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Remote Realized,iGTa,iGTa,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Remote Realized,iGV,iGV,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Finished,oGTe,oGTe,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Remote Realized,Old oGT,oGTa,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Finished,oGTa,oGTa,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Remote Realized,oGE,oGTa,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Finished,oGV,oGV,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Remote Realized,oGV,oGV,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Finished,oGE,oGTa,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Remote Realized,Old iGV,iGV,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Applied,Old oGT,oGTa,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Finished,Old oGT,oGTa,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Finished,Old oGV,oGV,January 2022,0.0,2022-01-01,Finished,JAN,21.22
Applied,oGE,oGTa,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Remote Realized,iGE,iGTa,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Applied,oGV,oGV,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Applied,oGTa,oGTa,January 2022,4.0,2022-01-01,Applied,JAN,21.22
Remote Realized,Old iGT,iGTa,January 2022,0.0,2022-01-01,Remote Realized,JAN,21.22
Applied,oGTe,oGTe,January 2022,0.0,2022-01-01,Applied,JAN,21.22
Open,oGV,oGV,January 2022,0.0,2022-01-01,Open,JAN,21.22
Open,oGT Old,oGTa,January 2022,0.0,2022-01-01,Open,JAN,21.22
Open,oGE,oGTa,January 2022,0.0,2022-01-01,Open,JAN,21.22
Open,oGV,oGV,January 2022,9.0,2022-01-01,Open,JAN,21.22
Open,oGTa,oGTa,January 2022,7.0,2022-01-01,Open,JAN,21.22
Open,oGTe,oGTe,January 2022,2.0,2022-01-01,Open,JAN,21.22
Open,iGV,iGV,January 2022,0.0,2022-01-01,Open,JAN,21.22
Open,iGT Old,iGTa,January 2022,0.0,2022-01-01,Open,JAN,21.22
Open,iGE,iGTa,January 2022,0.0,2022-01-01,Open,JAN,21.22
Open,iGV,iGV,January 2022,0.0,2022-01-01,Open,JAN,21.22
Open,iGTa,iGTa,January 2022,0.0,2022-01-01,Open,JAN,21.22
Open,iGTe,iGTe,January 2022,2.0,2022-01-01,Open,JAN,21.22
Total,Total,Total,January 2022,70.0,2022-01-01,Total,JAN,21.22
Total,Total,Total,January 2022,0.0,2022-01-01,Total,JAN,21.22
Accepted L,Total,Total,January 2022,0.0,2022-01-01,Accepted L,JAN,21.22
Total,Total,Total,January 2022,1.0,2022-01-01,Total,JAN,21.22
Total,Total,Total,January 2022,0.0,2022-01-01,Total,JAN,21.22
Realized,Total,Total,January 2022,1.0,2022-01-01,Realized,JAN,21.22
Total,Total,Total,January 2022,0.0,2022-01-01,Total,JAN,21.22
Total,Total,Total,January 2022,0.0,2022-01-01,Total,JAN,21.22
Realized,Old iGT,iGTa,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,Old iGV,iGV,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,iGTa,iGTa,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,iGV,iGV,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,iGTe,iGTe,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Accepted,oGTe,oGTe,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Accepted,oGTa,oGTa,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Accepted,oGV,oGV,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Realized,iGE,iGTa,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Accepted,iGV,iGV,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Accepted,iGE,iGTa,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Accepted,iGTa,iGTa,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Accepted,iGTe,iGTe,February 2022,1.0,2022-02-01,Accepted,FEB,22.23
Accepted,Old iGT,iGTa,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Approved,Old iGV,iGV,February 2022,0.0,2022-02-01,Approved,FEB,22.23
Accepted,Old iGV,iGV,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Finished,iGTa,iGTa,February 2022,0.0,2022-02-01,Finished,FEB,22.23
Finished,iGV,iGV,February 2022,0.0,2022-02-01,Finished,FEB,22.23
Finished,iGTe,iGTe,February 2022,0.0,2022-02-01,Finished,FEB,22.23
Realized,oGTe,oGTe,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,oGTa,oGTa,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,oGV,oGV,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,oGE,oGTa,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,Old oGT,oGTa,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Realized,Old oGV,oGV,February 2022,0.0,2022-02-01,Realized,FEB,22.23
Accepted,oGE,oGTa,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Approved,Old oGT,oGTa,February 2022,0.0,2022-02-01,Approved,FEB,22.23
Approved,Old oGV,oGV,February 2022,0.0,2022-02-01,Approved,FEB,22.23
Accepted,Old oGT,oGTa,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Approved,oGV,oGV,February 2022,0.0,2022-02-01,Approved,FEB,22.23
Accepted,Old oGV,oGV,February 2022,0.0,2022-02-01,Accepted,FEB,22.23
Approved,oGE,oGTa,February 2022,0.0,2022-02-01,Approved,FEB,22.23
Completed,Old iGV,iGV,February 2022,0.0,2022-02-01,Completed,FEB,22.23
Applied,Old oGV,oGV,February 2022,0.0,2022-02-01,Applied,FEB,22.23
Completed,iGTa,iGTa,February 2022,0.0,2022-02-01,Completed,FEB,22.23
Completed,iGTe,iGTe,February 2022,0.0,2022-02-01,Completed,FEB,22.23
Completed,oGE,oGTa,February 2022,0.0,2022-02-01,Completed,FEB,22.23
Approved,oGTe,oGTe,February 2022,0.0,2022-02-01,Approved,FEB,22.23
Completed,iGV,iGV,February 2022,0.0,2022-02-01,Completed,FEB,22.23
Completed,oGV,oGV,February 2022,0.0,2022-02-01,Completed,FEB,22.23
Approved,oGTa,oGTa,February 2022,0.0,2022-02-01,Approved,FEB,22.23
Completed,oGTa,oGTa,February 2022,0.0,2022-02-01,Completed,FEB,22.23
Completed,oGTe,oGTe,February 2022,0.0,2022-02-01,Completed,FEB,22.23
Completed,iGE,iGTa,February 2022,0.0,2022-02-01,Completed,FEB,22.23
