status,function,function_new,Month,APP,Month in Dates,Months for Analysis,Term
Realized,oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Realized,oGE,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Realized,Old oGT,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Realized,Old oGV,oGV,July 2016,14.0,2016-07-01,JUL,16.17
Approved,Old oGT,oGTa,July 2016,2.0,2016-07-01,JUL,16.17
Approved,Old oGV,oGV,July 2016,9.0,2016-07-01,JUL,16.17
Approved,oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Approved,oGE,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Completed,Old iGV,iGV,July 2016,0.0,2016-07-01,JUL,16.17
Applied,Old oGV,oGV,July 2016,28.0,2016-07-01,JUL,16.17
Completed,iGTa,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Completed,iGTe,iGTe,July 2016,0.0,2016-07-01,JUL,16.17
Completed,oGE,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Approved,oGTe,oGTe,July 2016,0.0,2016-07-01,JUL,16.17
Completed,iGV,iGV,July 2016,0.0,2016-07-01,JUL,16.17
Completed,oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Approved,oGTa,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Completed,oGTa,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Completed,oGTe,oGTe,July 2016,0.0,2016-07-01,JUL,16.17
Completed,iGE,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Completed,Old iGT,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Completed,Old oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Completed,Old oGT,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Finished,iGE,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Applied,iGTa,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Applied,iGTe,iGTe,July 2016,0.0,2016-07-01,JUL,16.17
Finished,Old iGT,iGTa,July 2016,2.0,2016-07-01,JUL,16.17
Finished,Old iGV,iGV,July 2016,52.0,2016-07-01,JUL,16.17
Approved,Old iGT,iGTa,July 2016,4.0,2016-07-01,JUL,16.17
Applied,iGE,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Approved,iGE,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Applied,iGV,iGV,July 2016,0.0,2016-07-01,JUL,16.17
Approved,iGV,iGV,July 2016,0.0,2016-07-01,JUL,16.17
Applied,Old iGV,iGV,July 2016,95.0,2016-07-01,JUL,16.17
Approved,iGTe,iGTe,July 2016,0.0,2016-07-01,JUL,16.17
Applied,Old iGT,iGTa,July 2016,150.0,2016-07-01,JUL,16.17
Approved,iGTa,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,oGTe,oGTe,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,oGTa,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,iGTe,iGTe,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,Old oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,iGTa,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,iGV,iGV,July 2016,0.0,2016-07-01,JUL,16.17
Finished,oGTe,oGTe,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,Old oGT,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Finished,oGTa,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,oGE,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Finished,oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Finished,oGE,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,Old iGV,iGV,July 2016,0.0,2016-07-01,JUL,16.17
Applied,Old oGT,oGTa,July 2016,10.0,2016-07-01,JUL,16.17
Finished,Old oGT,oGTa,July 2016,1.0,2016-07-01,JUL,16.17
Finished,Old oGV,oGV,July 2016,12.0,2016-07-01,JUL,16.17
Applied,oGE,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,iGE,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Applied,oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Applied,oGTa,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Remote Realized,Old iGT,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Applied,oGTe,oGTe,July 2016,0.0,2016-07-01,JUL,16.17
Open,oGV,oGV,July 2016,0.0,2016-07-01,JUL,16.17
Open,oGT Old,oGTa,July 2016,0.0,2016-07-01,JUL,16.17
Open,oGE,oGTa,July 2016,2.0,2016-07-01,JUL,16.17
Open,oGV,oGV,July 2016,32.0,2016-07-01,JUL,16.17
Open,oGTa,oGTa,July 2016,30.0,2016-07-01,JUL,16.17
Open,oGTe,oGTe,July 2016,2.0,2016-07-01,JUL,16.17
Open,iGV,iGV,July 2016,4.0,2016-07-01,JUL,16.17
Open,iGT Old,iGTa,July 2016,4.0,2016-07-01,JUL,16.17
Open,iGE,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Open,iGV,iGV,July 2016,0.0,2016-07-01,JUL,16.17
Open,iGTa,iGTa,July 2016,0.0,2016-07-01,JUL,16.17
Open,iGTe,iGTe,July 2016,0.0,2016-07-01,JUL,16.17
Total,Total,Total,July 2016,283.0,2016-07-01,JUL,16.17
Total,Total,Total,July 2016,69.0,2016-07-01,JUL,16.17
Accepted,Total,Total,July 2016,57.0,2016-07-01,JUL,16.17
Total,Total,Total,July 2016,46.0,2016-07-01,JUL,16.17
Total,Total,Total,July 2016,317.0,2016-07-01,JUL,16.17
Realized,Total,Total,July 2016,0.0,2016-07-01,JUL,16.17
Total,Total,Total,July 2016,67.0,2016-07-01,JUL,16.17
Total,Total,Total,July 2016,0.0,2016-07-01,JUL,16.17
Realized,Old iGT,iGTa,August 2016,2.0,2016-08-01,AUG,16.17
Realized,Old iGV,iGV,August 2016,64.0,2016-08-01,AUG,16.17
Realized,iGTa,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Realized,iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Realized,iGTe,iGTe,August 2016,0.0,2016-08-01,AUG,16.17
Realized,iGE,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Approved,Old iGV,iGV,August 2016,20.0,2016-08-01,AUG,16.17
Finished,iGTa,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Finished,iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Finished,iGTe,iGTe,August 2016,0.0,2016-08-01,AUG,16.17
Realized,oGTe,oGTe,August 2016,0.0,2016-08-01,AUG,16.17
Realized,oGTa,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Realized,oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Realized,oGE,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Realized,Old oGT,oGTa,August 2016,1.0,2016-08-01,AUG,16.17
Realized,Old oGV,oGV,August 2016,8.0,2016-08-01,AUG,16.17
Approved,Old oGT,oGTa,August 2016,3.0,2016-08-01,AUG,16.17
Approved,Old oGV,oGV,August 2016,13.0,2016-08-01,AUG,16.17
Approved,oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Approved,oGE,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Completed,Old iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Applied,Old oGV,oGV,August 2016,22.0,2016-08-01,AUG,16.17
Completed,iGTa,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Completed,iGTe,iGTe,August 2016,0.0,2016-08-01,AUG,16.17
Completed,oGE,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Approved,oGTe,oGTe,August 2016,0.0,2016-08-01,AUG,16.17
Completed,iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Completed,oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Approved,oGTa,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Completed,oGTa,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Completed,oGTe,oGTe,August 2016,0.0,2016-08-01,AUG,16.17
Completed,iGE,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Completed,Old iGT,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Completed,Old oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Completed,Old oGT,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Finished,iGE,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Applied,iGTa,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Applied,iGTe,iGTe,August 2016,0.0,2016-08-01,AUG,16.17
Finished,Old iGT,iGTa,August 2016,3.0,2016-08-01,AUG,16.17
Finished,Old iGV,iGV,August 2016,259.0,2016-08-01,AUG,16.17
Approved,Old iGT,iGTa,August 2016,4.0,2016-08-01,AUG,16.17
Applied,iGE,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Approved,iGE,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Applied,iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Approved,iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Applied,Old iGV,iGV,August 2016,49.0,2016-08-01,AUG,16.17
Approved,iGTe,iGTe,August 2016,0.0,2016-08-01,AUG,16.17
Applied,Old iGT,iGTa,August 2016,57.0,2016-08-01,AUG,16.17
Approved,iGTa,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,oGTe,oGTe,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,oGTa,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,iGTe,iGTe,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,Old oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,iGTa,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Finished,oGTe,oGTe,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,Old oGT,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Finished,oGTa,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,oGE,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Finished,oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Finished,oGE,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,Old iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Applied,Old oGT,oGTa,August 2016,14.0,2016-08-01,AUG,16.17
Finished,Old oGT,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Finished,Old oGV,oGV,August 2016,36.0,2016-08-01,AUG,16.17
Applied,oGE,oGTa,August 2016,4.0,2016-08-01,AUG,16.17
Remote Realized,iGE,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Applied,oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Applied,oGTa,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Remote Realized,Old iGT,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Applied,oGTe,oGTe,August 2016,0.0,2016-08-01,AUG,16.17
Open,oGV,oGV,August 2016,0.0,2016-08-01,AUG,16.17
Open,oGT Old,oGTa,August 2016,0.0,2016-08-01,AUG,16.17
Open,oGE,oGTa,August 2016,5.0,2016-08-01,AUG,16.17
Open,oGV,oGV,August 2016,44.0,2016-08-01,AUG,16.17
Open,oGTa,oGTa,August 2016,34.0,2016-08-01,AUG,16.17
Open,oGTe,oGTe,August 2016,0.0,2016-08-01,AUG,16.17
Open,iGV,iGV,August 2016,2.0,2016-08-01,AUG,16.17
Open,iGT Old,iGTa,August 2016,2.0,2016-08-01,AUG,16.17
Open,iGE,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Open,iGV,iGV,August 2016,0.0,2016-08-01,AUG,16.17
Open,iGTa,iGTa,August 2016,0.0,2016-08-01,AUG,16.17
Open,iGTe,iGTe,August 2016,0.0,2016-08-01,AUG,16.17
Total,Total,Total,August 2016,146.0,2016-08-01,AUG,16.17
Total,Total,Total,August 2016,42.0,2016-08-01,AUG,16.17
Accepted,Total,Total,August 2016,34.0,2016-08-01,AUG,16.17
Total,Total,Total,August 2016,40.0,2016-08-01,AUG,16.17
Total,Total,Total,August 2016,75.0,2016-08-01,AUG,16.17
Realized,Total,Total,August 2016,0.0,2016-08-01,AUG,16.17
Total,Total,Total,August 2016,298.0,2016-08-01,AUG,16.17
Total,Total,Total,August 2016,0.0,2016-08-01,AUG,16.17
Realized,Old iGT,iGTa,September 2016,5.0,2016-09-01,SEP,16.17
Realized,Old iGV,iGV,September 2016,8.0,2016-09-01,SEP,16.17
Realized,iGTa,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Realized,iGV,iGV,September 2016,0.0,2016-09-01,SEP,16.17
Realized,iGTe,iGTe,September 2016,0.0,2016-09-01,SEP,16.17
Realized,iGE,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Approved,Old iGV,iGV,September 2016,10.0,2016-09-01,SEP,16.17
Finished,iGTa,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Finished,iGV,iGV,September 2016,0.0,2016-09-01,SEP,16.17
Finished,iGTe,iGTe,September 2016,0.0,2016-09-01,SEP,16.17
Realized,oGTe,oGTe,September 2016,0.0,2016-09-01,SEP,16.17
Realized,oGTa,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Realized,oGV,oGV,September 2016,0.0,2016-09-01,SEP,16.17
Realized,oGE,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Realized,Old oGT,oGTa,September 2016,2.0,2016-09-01,SEP,16.17
Realized,Old oGV,oGV,September 2016,9.0,2016-09-01,SEP,16.17
Approved,Old oGT,oGTa,September 2016,2.0,2016-09-01,SEP,16.17
Approved,Old oGV,oGV,September 2016,4.0,2016-09-01,SEP,16.17
Approved,oGV,oGV,September 2016,0.0,2016-09-01,SEP,16.17
Approved,oGE,oGTa,September 2016,1.0,2016-09-01,SEP,16.17
Completed,Old iGV,iGV,September 2016,1.0,2016-09-01,SEP,16.17
Applied,Old oGV,oGV,September 2016,18.0,2016-09-01,SEP,16.17
Completed,iGTa,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Completed,iGTe,iGTe,September 2016,0.0,2016-09-01,SEP,16.17
Completed,oGE,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Approved,oGTe,oGTe,September 2016,0.0,2016-09-01,SEP,16.17
Completed,iGV,iGV,September 2016,0.0,2016-09-01,SEP,16.17
Completed,oGV,oGV,September 2016,0.0,2016-09-01,SEP,16.17
Approved,oGTa,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Completed,oGTa,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Completed,oGTe,oGTe,September 2016,0.0,2016-09-01,SEP,16.17
Completed,iGE,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Completed,Old iGT,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Completed,Old oGV,oGV,September 2016,0.0,2016-09-01,SEP,16.17
Completed,Old oGT,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Finished,iGE,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Applied,iGTa,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Applied,iGTe,iGTe,September 2016,0.0,2016-09-01,SEP,16.17
Finished,Old iGT,iGTa,September 2016,3.0,2016-09-01,SEP,16.17
Finished,Old iGV,iGV,September 2016,164.0,2016-09-01,SEP,16.17
Approved,Old iGT,iGTa,September 2016,3.0,2016-09-01,SEP,16.17
Applied,iGE,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Approved,iGE,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Applied,iGV,iGV,September 2016,0.0,2016-09-01,SEP,16.17
Approved,iGV,iGV,September 2016,0.0,2016-09-01,SEP,16.17
Applied,Old iGV,iGV,September 2016,55.0,2016-09-01,SEP,16.17
Approved,iGTe,iGTe,September 2016,0.0,2016-09-01,SEP,16.17
Applied,Old iGT,iGTa,September 2016,110.0,2016-09-01,SEP,16.17
Approved,iGTa,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,oGTe,oGTe,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,oGTa,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,iGTe,iGTe,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,Old oGV,oGV,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,iGTa,iGTa,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,iGV,iGV,September 2016,0.0,2016-09-01,SEP,16.17
Finished,oGTe,oGTe,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,Old oGT,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Finished,oGTa,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,oGE,oGTa,September 2016,0.0,2016-09-01,SEP,16.17
Finished,oGV,oGV,September 2016,0.0,2016-09-01,SEP,16.17
Remote Realized,oGV,oGV,September 2016,0.0,2016-09-01,SEP,16.17
