"Function: oGTa, Term: 15.16"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,CS,nan,oGTa,15.16,2015,CS - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,7.0
Applied,CS,nan,oGTa,15.16,2015,CS - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0
Accepted,CS,nan,oGTa,15.16,2015,CS - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0
Approved,CS,nan,oGTa,15.16,2015,CS - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0
Realized,CS,nan,oGTa,15.16,2015,CS - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Finished,CS,nan,oGTa,15.16,2015,CS - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
Completed,CS,nan,oGTa,15.16,2015,CS - 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0

"Function: oGTa, Term: 16.17"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,CS,nan,oGTa,16.17,2016,CS - 2016,2.0,8.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,6.0,8.0,6.0,44.0
Applied,CS,nan,oGTa,16.17,2016,CS - 2016,1.0,3.0,2.0,3.0,0.0,0.0,3.0,2.0,3.0,5.0,3.0,1.0,26.0
Accepted,CS,nan,oGTa,16.17,2016,CS - 2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Approved,CS,nan,oGTa,16.17,2016,CS - 2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Realized,CS,nan,oGTa,16.17,2016,CS - 2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Finished,CS,nan,oGTa,16.17,2016,CS - 2016,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0
Completed,CS,nan,oGTa,16.17,2016,CS - 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

"Function: oGTa, Term: 17.18"
Index,Entity,status2,Function,Term,Year,EY Year,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,CS,nan,oGTa,17.18,2017,CS - 2017,22.0,36.0,13.0,10.0,17.0,5.0,3.0,5.0,3.0,10.0,8.0,6.0,138.0
Applied,CS,nan,oGTa,17.18,2017,CS - 2017,3.0,15.0,11.0,2.0,4.0,2.0,7.0,2.0,3.0,1.0,0.0,5.0,55.0
Accepted,CS,nan,oGTa,17.18,2017,CS - 2017,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Approved,CS,nan,oGTa,17.18,2017,CS - 2017,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Realized,CS,nan,oGTa,17.18,2017,CS - 2017,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
