"Function: oGTa, Term: 15.16"
Index,Entity,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Applied,ASL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,9.0
Accepted,ASL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,4.0
Approved,ASL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,9.0
Realized,ASL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,26.0
Finished,ASL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.0,14.0
Completed,ASL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0

"Function: oGV, Term: 16.17"
Index,Entity,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,Total
Open,ASL,12.0,71.0,39.0,44.0,22.0,32.0,44.0,53.0,93.0,96.0,65.0,37.0,608.0
Applied,ASL,3.0,7.0,57.0,60.0,23.0,28.0,22.0,18.0,50.0,69.0,75.0,37.0,449.0
Accepted,ASL,3.0,3.0,28.0,38.0,17.0,10.0,13.0,5.0,21.0,47.0,50.0,31.0,266.0
