status,function,function_new,Month,APP
i,iGT Old,iGTa,April 2016,3.0
i,iGE,iGTa,April 2016,0.0
i,iGV,iGV,April 2016,0.0
i,iGTa,iGTa,April 2016,0.0
i,iGTe,iGTe,April 2016,0.0
total,Total,Total,April 2016,1320.0
total,Total,Total,April 2016,484.0
accepted,Total,Total,April 2016,250.0
total,Total,Total,April 2016,208.0
total,Total,Total,April 2016,15.0
realized,Total,Total,April 2016,0.0
total,Total,Total,April 2016,39.0
total,Total,Total,April 2016,0.0
matched,oGE,oGTa,May 2016,0.0
realized,Old iGT,iGTa,May 2016,2.0
realized,Old iGV,iGV,May 2016,20.0
matched,oGTe,oGTe,May 2016,0.0
matched,oGTa,oGTa,May 2016,0.0
matched,oGV,oGV,May 2016,0.0
realized,iGTa,iGTa,May 2016,0.0
realized,iGV,iGV,May 2016,0.0
realized,iGTe,iGTe,May 2016,0.0
an,oGTe,oGTe,May 2016,0.0
matched,Old oGT,oGTa,May 2016,0.0
an,oGTa,oGTa,May 2016,0.0
matched,Old oGV,oGV,May 2016,48.0
an,oGV,oGV,May 2016,0.0
realized,iGE,iGTa,May 2016,0.0
an,iGV,iGV,May 2016,0.0
an,iGE,iGTa,May 2016,0.0
an,iGTa,iGTa,May 2016,0.0
an,iGTe,iGTe,May 2016,0.0
an,Old iGT,iGTa,May 2016,6.0
approved,Old iGV,iGV,May 2016,251.0
an,Old iGV,iGV,May 2016,260.0
finished,iGTa,iGTa,May 2016,0.0
finished,iGV,iGV,May 2016,0.0
finished,iGTe,iGTe,May 2016,0.0
realized,oGTe,oGTe,May 2016,0.0
matched,iGTe,iGTe,May 2016,0.0
realized,oGTa,oGTa,May 2016,0.0
matched,iGTa,iGTa,May 2016,0.0
realized,oGV,oGV,May 2016,0.0
matched,iGV,iGV,May 2016,0.0
realized,oGE,oGTa,May 2016,0.0
matched,iGE,iGTa,May 2016,0.0
realized,Old oGT,oGTa,May 2016,0.0
matched,Old iGT,iGTa,May 2016,9.0
realized,Old oGV,oGV,May 2016,13.0
matched,Old iGV,iGV,May 2016,381.0
an,oGE,oGTa,May 2016,0.0
approved,Old oGT,oGTa,May 2016,0.0
approved,Old oGV,oGV,May 2016,38.0
an,Old oGT,oGTa,May 2016,0.0
approved,oGV,oGV,May 2016,0.0
an,Old oGV,oGV,May 2016,38.0
approved,oGE,oGTa,May 2016,0.0
completed,Old iGV,iGV,May 2016,0.0
applied,Old oGV,oGV,May 2016,60.0
completed,iGTa,iGTa,May 2016,0.0
completed,iGTe,iGTe,May 2016,0.0
completed,oGE,oGTa,May 2016,0.0
approved,oGTe,oGTe,May 2016,0.0
completed,iGV,iGV,May 2016,0.0
completed,oGV,oGV,May 2016,0.0
approved,oGTa,oGTa,May 2016,0.0
completed,oGTa,oGTa,May 2016,0.0
completed,oGTe,oGTe,May 2016,0.0
completed,iGE,iGTa,May 2016,0.0
completed,Old iGT,iGTa,May 2016,0.0
completed,Old oGV,oGV,May 2016,0.0
completed,Old oGT,oGTa,May 2016,0.0
finished,iGE,iGTa,May 2016,0.0
applied,iGTa,iGTa,May 2016,0.0
applied,iGTe,iGTe,May 2016,0.0
finished,Old iGT,iGTa,May 2016,3.0
finished,Old iGV,iGV,May 2016,10.0
approved,Old iGT,iGTa,May 2016,6.0
applied,iGE,iGTa,May 2016,20.0
approved,iGE,iGTa,May 2016,0.0
applied,iGV,iGV,May 2016,0.0
approved,iGV,iGV,May 2016,0.0
applied,Old iGV,iGV,May 2016,882.0
approved,iGTe,iGTe,May 2016,0.0
applied,Old iGT,iGTa,May 2016,105.0
approved,iGTa,iGTa,May 2016,0.0
remote,oGTe,oGTe,May 2016,0.0
remote,oGTa,oGTa,May 2016,0.0
remote,iGTe,iGTe,May 2016,0.0
remote,Old oGV,oGV,May 2016,0.0
remote,iGTa,iGTa,May 2016,0.0
remote,iGV,iGV,May 2016,0.0
finished,oGTe,oGTe,May 2016,0.0
remote,Old oGT,oGTa,May 2016,0.0
finished,oGTa,oGTa,May 2016,0.0
remote,oGE,oGTa,May 2016,0.0
finished,oGV,oGV,May 2016,0.0
remote,oGV,oGV,May 2016,0.0
finished,oGE,oGTa,May 2016,0.0
remote,Old iGV,iGV,May 2016,0.0
applied,Old oGT,oGTa,May 2016,14.0
finished,Old oGT,oGTa,May 2016,0.0
finished,Old oGV,oGV,May 2016,0.0
applied,oGE,oGTa,May 2016,2.0
remote,iGE,iGTa,May 2016,0.0
applied,oGV,oGV,May 2016,0.0
applied,oGTa,oGTa,May 2016,0.0
remote,Old iGT,iGTa,May 2016,0.0
applied,oGTe,oGTe,May 2016,0.0
o,oGV,oGV,May 2016,0.0
o,oGT Old,oGTa,May 2016,0.0
o,oGE,oGTa,May 2016,7.0
o,oGV,oGV,May 2016,44.0
o,oGTa,oGTa,May 2016,31.0
o,oGTe,oGTe,May 2016,0.0
i,iGV,iGV,May 2016,5.0
i,iGT Old,iGTa,May 2016,6.0
i,iGE,iGTa,May 2016,2.0
i,iGV,iGV,May 2016,0.0
i,iGTa,iGTa,May 2016,0.0
i,iGTe,iGTe,May 2016,0.0
total,Total,Total,May 2016,1083.0
total,Total,Total,May 2016,438.0
accepted,Total,Total,May 2016,304.0
total,Total,Total,May 2016,295.0
total,Total,Total,May 2016,35.0
realized,Total,Total,May 2016,0.0
total,Total,Total,May 2016,13.0
total,Total,Total,May 2016,0.0
matched,oGE,oGTa,June 2016,0.0
realized,Old iGT,iGTa,June 2016,1.0
realized,Old iGV,iGV,June 2016,144.0
matched,oGTe,oGTe,June 2016,0.0
matched,oGTa,oGTa,June 2016,0.0
matched,oGV,oGV,June 2016,0.0
realized,iGTa,iGTa,June 2016,0.0
realized,iGV,iGV,June 2016,0.0
realized,iGTe,iGTe,June 2016,0.0
an,oGTe,oGTe,June 2016,0.0
matched,Old oGT,oGTa,June 2016,1.0
an,oGTa,oGTa,June 2016,0.0
matched,Old oGV,oGV,June 2016,18.0
an,oGV,oGV,June 2016,0.0
realized,iGE,iGTa,June 2016,0.0
an,iGV,iGV,June 2016,0.0
an,iGE,iGTa,June 2016,0.0
an,iGTa,iGTa,June 2016,0.0
an,iGTe,iGTe,June 2016,0.0
an,Old iGT,iGTa,June 2016,4.0
approved,Old iGV,iGV,June 2016,86.0
an,Old iGV,iGV,June 2016,81.0
finished,iGTa,iGTa,June 2016,0.0
finished,iGV,iGV,June 2016,0.0
finished,iGTe,iGTe,June 2016,0.0
realized,oGTe,oGTe,June 2016,0.0
matched,iGTe,iGTe,June 2016,0.0
realized,oGTa,oGTa,June 2016,0.0
matched,iGTa,iGTa,June 2016,0.0
realized,oGV,oGV,June 2016,0.0
matched,iGV,iGV,June 2016,0.0
realized,oGE,oGTa,June 2016,0.0
matched,iGE,iGTa,June 2016,0.0
realized,Old oGT,oGTa,June 2016,0.0
matched,Old iGT,iGTa,June 2016,5.0
realized,Old oGV,oGV,June 2016,30.0
matched,Old iGV,iGV,June 2016,122.0
an,oGE,oGTa,June 2016,0.0
approved,Old oGT,oGTa,June 2016,1.0
approved,Old oGV,oGV,June 2016,17.0
an,Old oGT,oGTa,June 2016,1.0
approved,oGV,oGV,June 2016,0.0
an,Old oGV,oGV,June 2016,17.0
approved,oGE,oGTa,June 2016,0.0
completed,Old iGV,iGV,June 2016,0.0
applied,Old oGV,oGV,June 2016,23.0
completed,iGTa,iGTa,June 2016,0.0
completed,iGTe,iGTe,June 2016,0.0
completed,oGE,oGTa,June 2016,0.0
approved,oGTe,oGTe,June 2016,0.0
completed,iGV,iGV,June 2016,0.0
completed,oGV,oGV,June 2016,0.0
approved,oGTa,oGTa,June 2016,0.0
completed,oGTa,oGTa,June 2016,0.0
completed,oGTe,oGTe,June 2016,0.0
completed,iGE,iGTa,June 2016,0.0
completed,Old iGT,iGTa,June 2016,0.0
completed,Old oGV,oGV,June 2016,0.0
completed,Old oGT,oGTa,June 2016,0.0
finished,iGE,iGTa,June 2016,0.0
applied,iGTa,iGTa,June 2016,0.0
applied,iGTe,iGTe,June 2016,0.0
finished,Old iGT,iGTa,June 2016,4.0
finished,Old iGV,iGV,June 2016,29.0
approved,Old iGT,iGTa,June 2016,3.0
applied,iGE,iGTa,June 2016,0.0
approved,iGE,iGTa,June 2016,0.0
applied,iGV,iGV,June 2016,0.0
approved,iGV,iGV,June 2016,0.0
applied,Old iGV,iGV,June 2016,287.0
approved,iGTe,iGTe,June 2016,0.0
applied,Old iGT,iGTa,June 2016,69.0
approved,iGTa,iGTa,June 2016,0.0
remote,oGTe,oGTe,June 2016,0.0
remote,oGTa,oGTa,June 2016,0.0
remote,iGTe,iGTe,June 2016,0.0
remote,Old oGV,oGV,June 2016,0.0
remote,iGTa,iGTa,June 2016,0.0
remote,iGV,iGV,June 2016,0.0
